Referencia,Artículo,Subartículo,Departamento,Sección,Almacén,Stock Ini.,Compra,Venta,Entrada,Salida,Fabricación,Depósito,Préstamo,Ajuste,Stock Fin.,Stock Fin. %ST,Coste Ini.,Coste Compra,Coste Venta,Coste Entrada,Coste Salida,Coste Fabricación,Coste Depósito,Coste Préstamo,Coste Ajuste,Coste Fin.,Coste Fin. %ST
PF28,GARULLA CUAJADA PL,,,,DIVER PLAZA,31,0,-21,0,0,0,0,0,0,10,68,"44.274,23614352",0,"-29.992,22448432",0,0,0,0,0,0,"14.282,0116592","1,262"
PF20,CALENTANO PL,,,,MALL PLAZA,19,0,-2,0,0,0,0,0,0,17,115,"15.947,0952",0,"-1.678,6416",0,0,0,0,0,0,"14.268,4536",126
IC62,SHOWY SALS HUER 1K PL,,,,MALL PLAZA,710,0,0,0,0,0,0,0,0,710,"4,823","14.242,6",0,0,0,0,0,0,0,0,"14.242,6","1,258"
VG18,ZANAHORIA PL,,,,PLANTA,2.575,0,0,0,0,0,0,0,0,2.575,"17,491","14.162,5",0,0,0,0,0,0,0,0,"14.162,5","1,251"
BF36,MANANTIAL 600 ML,,,,BAHIA MERCURIO,9,0,-2,0,0,0,0,0,0,7,48,"18.151,2",0,"-4.033,6",0,0,0,0,0,0,"14.117,6","1,247"
BF31,QUATRO 400 ML PET,,,,MALL PLAZA,8,0,0,0,0,0,0,0,0,8,54,"14.061,6",0,0,0,0,0,0,0,0,"14.061,6","1,242"
DH81,MEZCLADOR TINTO 500,,,,BAHIA MERCURIO,689,0,-9,0,0,0,0,0,0,680,"4,619","14.243,2147",0,"-1,860,507",0,0,0,0,0,0,"14.057,164","1,242"
PL32,ROLLO DATAFONO PL,,,,RESTREPO,14,0,0,0,0,0,0,0,0,14,95,14,0,0,0,0,0,0,0,0,14,"1,237"
IC77,GALLETA OREO PL,,,,MALL PLAZA,14,0,-1,0,0,0,0,0,0,13,88,14.966,0,-1.069,0,0,0,0,0,0,13.897,"1,228"
IC76,MINI BROWNIE PL,,,,MALL PLAZA,13,0,-1,0,0,0,0,0,0,12,82,15.028,0,-1.156,0,0,0,0,0,0,13.872,"1,225"
IC34,LECHE POLVO PL,,,,NUESTRO BOGOTA,560,0,-50,0,0,0,0,0,0,510,"3,464","15.219,12",0,"-1.358,85",0,0,0,0,0,0,"13.860,27","1,224"
IC19,CAPSULA GAS CAFE,,,,MALL PLAZA,"56,676",0,"-3,333",0,0,0,0,0,0,"53,343",36,"14.701,414344",0,"-864,560,202",0,0,0,0,0,0,"13.836,854142","1,222"
PF62,PULPA MANGO PL,,,,DIVER PLAZA,8,0,0,0,0,0,0,0,0,8,54,"13.815,12",0,0,0,0,0,0,0,0,"13.815,12",122
PF64,PULPA MORA PL,,,,UNISUR,8,0,0,0,0,0,0,0,0,8,54,"13.815,12",0,0,0,0,0,0,0,0,"13.815,12",122
DH59,TAPA 16 OZ DOMO,,,,GRAN ESTACION,78,0,0,0,0,0,0,0,0,78,53,"13.809,9",0,0,0,0,0,0,0,0,"13.809,9",122
DH40,GUANTES MANIP PL,,,,PLAZA CENTRAL,550,0,0,0,0,0,0,0,0,550,"3,736",13.75,0,0,0,0,0,0,0,0,13.75,"1,215"
PF92,CREMA RICHS,GRAMO,,,NUESTRO BOGOTA,1.066,0,-160,0,0,0,0,0,0,906,"6,154","16.127,1942",0,"-2.420,592",0,0,0,0,0,0,"13.706,6022","1,211"
DH58,TAPA 12 OZ BEBI CAL,,,,DIVER PLAZA,58,0,0,0,0,0,0,0,0,58,394,13.688,0,0,0,0,0,0,0,0,13.688,"1,209"
DH96,PORTA SANDWICH 10X20 PL,,,,RESTREPO,70,0,0,0,0,0,0,0,0,70,475,13.65,0,0,0,0,0,0,0,0,13.65,"1,206"
PF92,CREMA RICHS,GRAMO,,,CAFAM FLORESTA,900,0,0,0,0,0,0,0,0,900,"6,113","13.615,83",0,0,0,0,0,0,0,0,"13.615,83","1,203"
IC34,LECHE POLVO PL,,,,TERREROS,500,0,0,0,0,0,0,0,0,500,"3,396","13.588,5",0,0,0,0,0,0,0,0,"13.588,5",12
PL10,CINTA TRANSP 50 MT P,,,,NUESTRO BOGOTA,3,0,0,0,0,0,0,0,0,3,2,13.5,0,0,0,0,0,0,0,0,13.5,"1,192"
UT04,BOMBILLA VINTAG PERA,,,,MALL PLAZA,4,0,0,0,0,0,0,0,0,4,27,13.496,0,0,0,0,0,0,0,0,13.496,"1,192"
UT30,JARRA PARA AGUA,,,,MALL PLAZA,2,0,0,0,0,0,0,0,0,2,14,13.454,0,0,0,0,0,0,0,0,13.454,"1,188"
UT30,JARRA PARA AGUA,,,,TERREROS,2,0,0,0,0,0,0,0,0,2,14,13.454,0,0,0,0,0,0,0,0,13.454,"1,188"
UT30,JARRA PARA AGUA,,,,UNISUR,2,0,0,0,0,0,0,0,0,2,14,13.454,0,0,0,0,0,0,0,0,13.454,"1,188"
PF34,HUEVOS RANCHEROS PL,,,,DIVER PLAZA,6,0,0,0,0,0,0,0,0,6,41,"13.452,1488",0,0,0,0,0,0,0,0,"13.452,1488","1,188"
PF34,HUEVOS RANCHEROS PL,,,,NUESTRO BOGOTA,6,0,0,0,0,0,0,0,0,6,41,"13.452,1488",0,0,0,0,0,0,0,0,"13.452,1488","1,188"
PF34,HUEVOS RANCHEROS PL,,,,RESTREPO,6,0,0,0,0,0,0,0,0,6,41,"13.452,1488",0,0,0,0,0,0,0,0,"13.452,1488","1,188"
PL01,AZ CARTA PL,,,,CENTRO MAYOR,2,0,0,0,0,0,0,0,0,2,14,13.446,0,0,0,0,0,0,0,0,13.446,"1,188"
PL01,AZ CARTA PL,,,,GRAN ESTACION,2,0,0,0,0,0,0,0,0,2,14,13.446,0,0,0,0,0,0,0,0,13.446,"1,188"
EI08,DISPENSADOR JABON,,,,CAFAM FLORESTA,1,0,0,0,0,0,0,0,0,1,7,13.445,0,0,0,0,0,0,0,0,13.445,"1,188"
EI08,DISPENSADOR JABON,,,,DIVER PLAZA,1,0,0,0,0,0,0,0,0,1,7,13.445,0,0,0,0,0,0,0,0,13.445,"1,188"
EI08,DISPENSADOR JABON,,,,GRAN ESTACION,1,0,0,0,0,0,0,0,0,1,7,13.445,0,0,0,0,0,0,0,0,13.445,"1,188"
EI08,DISPENSADOR JABON,,,,MALL PLAZA,1,0,0,0,0,0,0,0,0,1,7,13.445,0,0,0,0,0,0,0,0,13.445,"1,188"
EI08,DISPENSADOR JABON,,,,NUESTRO BOGOTA,1,0,0,0,0,0,0,0,0,1,7,13.445,0,0,0,0,0,0,0,0,13.445,"1,188"
EI08,DISPENSADOR JABON,,,,PLAZA CENTRAL,1,0,0,0,0,0,0,0,0,1,7,13.445,0,0,0,0,0,0,0,0,13.445,"1,188"
EI08,DISPENSADOR JABON,,,,RESTREPO,1,0,0,0,0,0,0,0,0,1,7,13.445,0,0,0,0,0,0,0,0,13.445,"1,188"
EI08,DISPENSADOR JABON,,,,UNISUR,1,0,0,0,0,0,0,0,0,1,7,13.445,0,0,0,0,0,0,0,0,13.445,"1,188"
MP34,TOMILLO PL,,,,PLANTA,336,0,0,0,0,0,0,0,0,336,"2,282",13.44,0,0,0,0,0,0,0,0,13.44,"1,187"
PF21,CARNE DESMECHADA PL,,,,ENSUEÑO,226,0,0,0,0,0,0,0,0,226,"1,535","13.246,66044002",0,0,0,0,0,0,0,0,"13.246,66044002",117
AS26,ROLLO WYPAL TOAL,,,,ENSUEÑO,20,0,0,0,0,0,0,0,0,20,136,"13.229,78",0,0,0,0,0,0,0,0,"13.229,78","1,169"
AS26,ROLLO WYPAL TOAL,,,,UNISUR,20,0,0,0,0,0,0,0,0,20,136,"13.229,78",0,0,0,0,0,0,0,0,"13.229,78","1,169"
PF53,PINA PIZZA PL,,,,GRAN ESTACION,"2.273,60000608",0,0,0,0,0,0,0,0,"2.273,60000608","15,444","13.216,66419534",0,0,0,0,0,0,0,0,"13.216,66419534","1,167"
DH95,AISLADOR 7-9 50 UND,,,,MALL PLAZA,200,0,0,0,0,0,0,0,0,200,"1,359",13.2,0,0,0,0,0,0,0,0,13.2,"1,166"
IC62,SHOWY SALS HUER 1K PL,,,,GRAN ESTACION,658,0,0,0,0,0,0,0,0,658,"4,469","13.199,48",0,0,0,0,0,0,0,0,"13.199,48","1,166"
PF04,AREPA AREQUIPE PL,,,,DIVER PLAZA,12,0,-3,0,0,0,0,0,0,9,61,"17.588,5368",0,"-4.397,1342",0,0,0,0,0,0,"13.191,4026","1,165"
PF23,CHOCOLATE 450 GR,,,,PLANTA,450,0,0,0,0,0,0,0,0,450,"3,057",13.149,0,0,0,0,0,0,0,0,13.149,"1,161"
BF48,FRUTAL MANGO 500 PE,,,,RESTREPO,9,0,0,0,0,0,0,0,0,9,61,"13.115,52",0,0,0,0,0,0,0,0,"13.115,52","1,158"
PF84,TORTA AMAPOLA PL,,,,GRAN ESTACION,10,0,-1,0,0,0,0,0,0,9,61,"14.570,4995436",0,"-1.457,04995436",0,0,0,0,0,0,"13.113,44958924","1,158"
DH08,BOLSA BASU NEG 6 PL,,,,RESTREPO,61,0,0,0,0,0,0,0,0,61,414,"13.089,38",0,0,0,0,0,0,0,0,"13.089,38","1,156"
DH90,VASO 12 OZ OBSQ,,,,MALL PLAZA,164,0,0,0,0,0,0,0,0,164,"1,114","13.087,2",0,0,0,0,0,0,0,0,"13.087,2","1,156"
DH95,AISLADOR 7-9 50 UND,,,,CAFAM FLORESTA,198,0,0,0,0,0,0,0,0,198,"1,345",13.068,0,0,0,0,0,0,0,0,13.068,"1,154"
PF31,HUEVOS CAMPESINOS PL,,,,NUESTRO BOGOTA,7,0,0,0,0,0,0,0,0,7,48,"12.912,73852512",0,0,0,0,0,0,0,0,"12.912,73852512","1,141"
PF51,PANELA SOBR 24 GR,,,,MALL PLAZA,46,0,0,0,0,0,0,0,0,46,312,12.88,0,0,0,0,0,0,0,0,12.88,"1,138"
DH08,BOLSA BASU NEG 6 PL,,,,MALL PLAZA,60,0,0,0,0,0,0,0,0,60,408,"12.874,8",0,0,0,0,0,0,0,0,"12.874,8","1,137"
PF52,PANELA SOBR 6 GR,,,,DIVER PLAZA,204,0,0,0,0,0,0,0,0,204,"1,386",12.852,0,0,0,0,0,0,0,0,12.852,"1,135"
AS14,GUANTES CAUCH PAR PL,,,,MALL PLAZA,4,0,0,0,0,0,0,0,0,4,27,12.82,0,0,0,0,0,0,0,0,12.82,"1,132"
AS14,GUANTES CAUCH PAR PL,,,,SAN ANDRESITO DE LA 38,4,0,0,0,0,0,0,0,0,4,27,12.82,0,0,0,0,0,0,0,0,12.82,"1,132"
BF30,SPRITE 400 ML PET,,,,BOSA,9,0,0,0,0,0,0,0,0,9,61,"12.818,61",0,0,0,0,0,0,0,0,"12.818,61","1,132"
BF31,QUATRO 400 ML PET,,,,BOSA,9,0,0,0,0,0,0,0,0,9,61,"12.818,61",0,0,0,0,0,0,0,0,"12.818,61","1,132"
DH04,BOLSA 8X12,,,,BODEGA,1.7,0,0,0,0,0,0,0,0,1.7,"11,547",12.75,0,0,0,0,0,0,0,0,12.75,"1,126"
DH40,GUANTES MANIP PL,,,,RESTREPO,510,0,0,0,0,0,0,0,0,510,"3,464",12.75,0,0,0,0,0,0,0,0,12.75,"1,126"
PF03,ALMOJABANA PL,,,,UNISUR,10,0,-1,0,0,0,0,0,0,9,61,"14.163,873336",0,"-1.416,3873336",0,0,0,0,0,0,"12.747,4860024","1,126"
IC06,ACEITE VEGETAL PL,,,,PLAZA CENTRAL,1.721,0,-1,0,0,0,0,0,0,1.72,"11,683","12.709,2408",0,"-73,848",0,0,0,0,0,0,"12.701,856","1,122"
AS23,PALO ESCOBA,,,,BAHIA MERCURIO,2,0,0,0,0,0,0,0,0,2,14,12.67,0,0,0,0,0,0,0,0,12.67,"1,119"
AS23,PALO ESCOBA,,,,DIVER PLAZA,2,0,0,0,0,0,0,0,0,2,14,12.67,0,0,0,0,0,0,0,0,12.67,"1,119"
AS23,PALO ESCOBA,,,,ENSUEÑO,2,0,0,0,0,0,0,0,0,2,14,12.67,0,0,0,0,0,0,0,0,12.67,"1,119"
AS23,PALO ESCOBA,,,,MALL PLAZA,2,0,0,0,0,0,0,0,0,2,14,12.67,0,0,0,0,0,0,0,0,12.67,"1,119"
AS23,PALO ESCOBA,,,,NUESTRO BOGOTA,2,0,0,0,0,0,0,0,0,2,14,12.67,0,0,0,0,0,0,0,0,12.67,"1,119"
AS23,PALO ESCOBA,,,,RESTREPO,2,0,0,0,0,0,0,0,0,2,14,12.67,0,0,0,0,0,0,0,0,12.67,"1,119"
AS23,PALO ESCOBA,,,,SAN ANDRESITO DE LA 38,2,0,0,0,0,0,0,0,0,2,14,12.67,0,0,0,0,0,0,0,0,12.67,"1,119"
AS23,PALO ESCOBA,,,,UNISUR,2,0,0,0,0,0,0,0,0,2,14,12.67,0,0,0,0,0,0,0,0,12.67,"1,119"
IC34,LECHE POLVO PL,,,,DIVER PLAZA,464,0,0,0,0,0,0,0,0,464,"3,152","12.610,128",0,0,0,0,0,0,0,0,"12.610,128","1,114"
BF40,COCA COLA 400 ML PET,,,,UNISUR,6,0,0,0,0,0,0,0,0,6,41,"12.605,04",0,0,0,0,0,0,0,0,"12.605,04","1,113"
BF46,FRUTAL MORA 500 PET,,,,UNISUR,6,0,0,0,0,0,0,0,0,6,41,"12.605,04",0,0,0,0,0,0,0,0,"12.605,04","1,113"
UT24,ESPATULA METAL,,,,PLANTA,3,0,0,0,0,0,0,0,0,3,2,12.603,0,0,0,0,0,0,0,0,12.603,"1,113"
BF35,MANANTIAL GAS 300 ML,,,,DIVER PLAZA,10,0,0,0,0,0,0,0,0,10,68,"12.595,9",0,0,0,0,0,0,0,0,"12.595,9","1,113"
PF20,CALENTANO PL,,,,GRAN ESTACION,16,0,-1,0,0,0,0,0,0,15,102,"13.429,1328",0,"-8,393,208",0,0,0,0,0,0,"12.589,812","1,112"
IC62,SHOWY SALS HUER 1K PL,,,,BAHIA MERCURIO,622,0,0,0,0,0,0,0,0,622,"4,225","12.477,32",0,0,0,0,0,0,0,0,"12.477,32","1,102"
IC44,SABORIZANTE CANELA,,,,BAHIA MERCURIO,321,0,0,0,0,0,0,0,0,321,218,"12.470,85",0,0,0,0,0,0,0,0,"12.470,85","1,102"
AS10,ESPONJILLA SABRA,,,,CENTRO MAYOR,6,0,0,0,0,0,0,0,0,6,41,12.45,0,0,0,0,0,0,0,0,12.45,11
AS10,ESPONJILLA SABRA,,,,DIVER PLAZA,6,0,0,0,0,0,0,0,0,6,41,12.45,0,0,0,0,0,0,0,0,12.45,11
AS10,ESPONJILLA SABRA,,,,ENSUEÑO,6,0,0,0,0,0,0,0,0,6,41,12.45,0,0,0,0,0,0,0,0,12.45,11
PI30,RELLENO AREPA POLLO PL,,,,PLANTA,800,0,0,0,0,0,0,0,0,800,"5,434","12.387,963968",0,0,0,0,0,0,0,0,"12.387,963968","1,094"
BF42,FUZE MANZANA 400 PET,,,,MALL PLAZA,7,0,0,0,0,0,0,0,0,7,48,"12.324,48",0,0,0,0,0,0,0,0,"12.324,48","1,089"
DH96,PORTA SANDWICH 10X20 PL,,,,NUESTRO BOGOTA,63,0,0,0,0,0,0,0,0,63,428,12.285,0,0,0,0,0,0,0,0,12.285,"1,085"
PF48,MASATO TERM VASO PL,,,,GRAN ESTACION,48,0,-2,0,0,0,0,0,0,46,312,"12.806,1744",0,"-5,335,906",0,0,0,0,0,0,"12.272,5838","1,084"
PF21,CARNE DESMECHADA PL,,,,DIVER PLAZA,209,0,0,0,0,0,0,0,0,209,142,"12.250,23022993",0,0,0,0,0,0,0,0,"12.250,23022993","1,082"
IC60,SHOWY SALS AJO 1K PL,,,,ENSUEÑO,609,0,0,0,0,0,0,0,0,609,"4,137","12.216,54",0,0,0,0,0,0,0,0,"12.216,54","1,079"
PF05,AREPA BOCADILLO PL,,,,DIVER PLAZA,21,0,-12,0,0,0,0,0,0,9,61,"28.475,31451422",0,"-16.271,60829384",0,0,0,0,0,0,"12.203,70622038","1,078"
IC60,SHOWY SALS AJO 1K PL,,,,GRAN ESTACION,608,0,0,0,0,0,0,0,0,608,413,"12.196,48",0,0,0,0,0,0,0,0,"12.196,48","1,077"
EA14,MOUSE,,,,BAHIA MERCURIO,1,0,0,0,0,0,0,0,0,1,7,12.185,0,0,0,0,0,0,0,0,12.185,"1,076"
EA14,MOUSE,,,,CENTRO MAYOR,1,0,0,0,0,0,0,0,0,1,7,12.185,0,0,0,0,0,0,0,0,12.185,"1,076"
EA14,MOUSE,,,,DIVER PLAZA,1,0,0,0,0,0,0,0,0,1,7,12.185,0,0,0,0,0,0,0,0,12.185,"1,076"
EA14,MOUSE,,,,NUESTRO BOGOTA,1,0,0,0,0,0,0,0,0,1,7,12.185,0,0,0,0,0,0,0,0,12.185,"1,076"
EA14,MOUSE,,,,PLANTA,1,0,0,0,0,0,0,0,0,1,7,12.185,0,0,0,0,0,0,0,0,12.185,"1,076"
EA14,MOUSE,,,,PLAZA CENTRAL,1,0,0,0,0,0,0,0,0,1,7,12.185,0,0,0,0,0,0,0,0,12.185,"1,076"
EA14,MOUSE,,,,SAN ANDRESITO DE LA 38,1,0,0,0,0,0,0,0,0,1,7,12.185,0,0,0,0,0,0,0,0,12.185,"1,076"
EA14,MOUSE,,,,TERREROS,1,0,0,0,0,0,0,0,0,1,7,12.185,0,0,0,0,0,0,0,0,12.185,"1,076"
EA14,MOUSE,,,,UNISUR,1,0,0,0,0,0,0,0,0,1,7,12.185,0,0,0,0,0,0,0,0,12.185,"1,076"
PF08,AREPA POLLO PL,,,,SAN ANDRESITO DE LA 38,10,0,-3,0,0,0,0,0,0,7,48,"17.400,0226223",0,"-5.220,00678669",0,0,0,0,0,0,"12.180,01583561","1,076"
IC19,CAPSULA GAS CAFE,,,,ENSUEÑO,"46,667",0,0,0,0,0,0,0,0,"46,667",32,"12.105,139798",0,0,0,0,0,0,0,0,"12.105,139798","1,069"
DH62,TAPA 9 OZ B CALIENTE,,,,DIVER PLAZA,83,0,0,0,0,0,0,0,0,83,564,"12.093,1",0,0,0,0,0,0,0,0,"12.093,1","1,068"
PF62,PULPA MANGO PL,,,,TERREROS,7,0,0,0,0,0,0,0,0,7,48,"12.088,23",0,0,0,0,0,0,0,0,"12.088,23","1,068"
DH83,BOLSA ALUMINIO CUADRA,,,,BAHIA MERCURIO,400,0,0,0,0,0,0,0,0,400,"2,717",12,0,0,0,0,0,0,0,0,12,106
AS28,TRAPERO PL,,,,MALL PLAZA,3,0,0,0,0,0,0,0,0,3,2,11.976,0,0,0,0,0,0,0,0,11.976,"1,058"
DH69,TOALLA MANO ROLL PL,,,,BAHIA MERCURIO,1,0,0,0,0,0,0,0,0,1,7,11.878,0,0,0,0,0,0,0,0,11.878,"1,049"
DH69,TOALLA MANO ROLL PL,,,,CENTRO MAYOR,1,0,0,0,0,0,0,0,0,1,7,11.878,0,0,0,0,0,0,0,0,11.878,"1,049"
DH69,TOALLA MANO ROLL PL,,,,DIVER PLAZA,1,0,0,0,0,0,0,0,0,1,7,11.878,0,0,0,0,0,0,0,0,11.878,"1,049"
DH69,TOALLA MANO ROLL PL,,,,ENSUEÑO,1,0,0,0,0,0,0,0,0,1,7,11.878,0,0,0,0,0,0,0,0,11.878,"1,049"
DH69,TOALLA MANO ROLL PL,,,,SAN ANDRESITO DE LA 38,1,0,0,0,0,0,0,0,0,1,7,11.878,0,0,0,0,0,0,0,0,11.878,"1,049"
DH69,TOALLA MANO ROLL PL,,,,TERREROS,1,0,0,0,0,0,0,0,0,1,7,11.878,0,0,0,0,0,0,0,0,11.878,"1,049"
DH69,TOALLA MANO ROLL PL,,,,UNISUR,1,0,0,0,0,0,0,0,0,1,7,11.878,0,0,0,0,0,0,0,0,11.878,"1,049"
PF54,POLLO DESMECHA PL,,,,BOSA,500,0,0,0,0,0,0,0,0,500,"3,396","11.869,5",0,0,0,0,0,0,0,0,"11.869,5","1,048"
PF72,QUESO TAJADO PL,,,,RESTREPO,475,0,0,0,0,0,0,0,0,475,"3,226",11.818,0,0,0,0,0,0,0,0,11.818,"1,044"
DH58,TAPA 12 OZ BEBI CAL,,,,MALL PLAZA,50,0,0,0,0,0,0,0,0,50,34,11.8,0,0,0,0,0,0,0,0,11.8,"1,042"
DH58,TAPA 12 OZ BEBI CAL,,,,TERREROS,50,0,0,0,0,0,0,0,0,50,34,11.8,0,0,0,0,0,0,0,0,11.8,"1,042"
PF81,TE CHAI GR,,,,BOSA,153,0,0,0,0,0,0,0,0,153,"1,039",11.781,0,0,0,0,0,0,0,0,11.781,"1,041"
DH62,TAPA 9 OZ B CALIENTE,,,,BAHIA MERCURIO,80,0,0,0,0,0,0,0,0,80,543,11.656,0,0,0,0,0,0,0,0,11.656,103
PF33,HUEVOS PL,,,,RESTREPO,21,0,0,0,0,0,0,0,0,21,143,11.655,0,0,0,0,0,0,0,0,11.655,"1,029"
PF72,QUESO TAJADO PL,,,,DIVER PLAZA,468,0,0,0,0,0,0,0,0,468,"3,179","11.643,84",0,0,0,0,0,0,0,0,"11.643,84","1,028"
DH11,BOLSA BASU VERD 10 P,,,,ENSUEÑO,40,0,0,0,0,0,0,0,0,40,272,"11.640,4",0,0,0,0,0,0,0,0,"11.640,4","1,028"
IC65,TAPA AVENA MASATO PL,,,,CAFAM FLORESTA,200,0,0,0,0,0,0,0,0,200,"1,359",11.54,0,0,0,0,0,0,0,0,11.54,"1,019"
MP21,LAUREL PL,,,,PLANTA,"3,608,706",0,0,0,0,0,0,0,0,"3,608,706","2,451","11.523,60869568",0,0,0,0,0,0,0,0,"11.523,60869568","1,018"
PF80,SALSA POMODORO PL,,,,MALL PLAZA,1.141,0,-258,0,0,0,0,0,0,883,"5,998","14.734,6458",0,"-3.331,7604",0,0,0,0,0,0,"11.402,8854","1,007"
PF12,AROMATICA ROJOS,,,,BAHIA MERCURIO,6,0,0,0,0,0,0,0,0,6,41,11.4,0,0,0,0,0,0,0,0,11.4,"1,007"
BF30,SPRITE 400 ML PET,,,,TERREROS,8,0,0,0,0,0,0,0,0,8,54,"11.394,32",0,0,0,0,0,0,0,0,"11.394,32","1,006"
DH83,BOLSA ALUMINIO CUADRA,,,,ENSUEÑO,379,0,0,0,0,0,0,0,0,379,"2,574",11.37,0,0,0,0,0,0,0,0,11.37,"1,004"
PF92,CREMA RICHS,GRAMO,,,BAHIA MERCURIO,750,0,0,0,0,0,0,0,0,750,"5,094","11.346,525",0,0,0,0,0,0,0,0,"11.346,525","1,002"
PL05,CALCULADORA PL,,,,CENTRO MAYOR,1,0,0,0,0,0,0,0,0,1,7,11.345,0,0,0,0,0,0,0,0,11.345,"1,002"
PL05,CALCULADORA PL,,,,ENSUEÑO,1,0,0,0,0,0,0,0,0,1,7,11.345,0,0,0,0,0,0,0,0,11.345,"1,002"
PL05,CALCULADORA PL,,,,MALL PLAZA,1,0,0,0,0,0,0,0,0,1,7,11.345,0,0,0,0,0,0,0,0,11.345,"1,002"
PL05,CALCULADORA PL,,,,NUESTRO BOGOTA,1,0,0,0,0,0,0,0,0,1,7,11.345,0,0,0,0,0,0,0,0,11.345,"1,002"
PL05,CALCULADORA PL,,,,PLAZA CENTRAL,1,0,0,0,0,0,0,0,0,1,7,11.345,0,0,0,0,0,0,0,0,11.345,"1,002"
PL05,CALCULADORA PL,,,,SAN ANDRESITO DE LA 38,1,0,0,0,0,0,0,0,0,1,7,11.345,0,0,0,0,0,0,0,0,11.345,"1,002"
PL05,CALCULADORA PL,,,,TERREROS,1,0,0,0,0,0,0,0,0,1,7,11.345,0,0,0,0,0,0,0,0,11.345,"1,002"
BF35,MANANTIAL GAS 300 ML,,,,CENTRO MAYOR,9,0,0,0,0,0,0,0,0,9,61,"11.336,31",0,0,0,0,0,0,0,0,"11.336,31","1,001"
PF77,SALSA BOLONESA PL,,,,BOSA,2.229,0,0,0,0,0,0,0,0,2.229,"15,141","11.331,5673",0,0,0,0,0,0,0,0,"11.331,5673","1,001"
AS03,CAFISA JABO CAPUCHI,,,,BAHIA MERCURIO,68,0,0,0,0,0,0,0,0,68,462,"11.291,4",0,0,0,0,0,0,0,0,"11.291,4",997
BF39,BRISA MARACUYA 600 PET,,,,MALL PLAZA,7,0,0,0,0,0,0,0,0,7,48,"11.254,88",0,0,0,0,0,0,0,0,"11.254,88",994
DH75,VASO 9 OZ B CALIEN,,,,BAHIA MERCURIO,82,0,-5,0,0,0,0,0,0,77,523,11.972,0,-730,0,0,0,0,0,0,11.242,993
IC52,SALSA CHOCOL HERSHEY,,,,BAHIA MERCURIO,283,0,0,0,0,0,0,0,0,283,"1,922","11.218,1766",0,0,0,0,0,0,0,0,"11.218,1766",991
PF34,HUEVOS RANCHEROS PL,,,,GRAN ESTACION,5,0,0,0,0,0,0,0,0,5,34,"11.210,124",0,0,0,0,0,0,0,0,"11.210,124",99
PF13,AROMATICA TRO,,,,ENSUEÑO,7,0,0,0,0,0,0,0,0,7,48,"11.176,41",0,0,0,0,0,0,0,0,"11.176,41",987
AS07,ESCOBA PL,,,,BODEGA,3,0,0,0,0,0,0,0,0,3,2,11.1,0,0,0,0,0,0,0,0,11.1,98
PF31,HUEVOS CAMPESINOS PL,,,,CENTRO MAYOR,6,0,0,0,0,0,0,0,0,6,41,"11.068,06159296",0,0,0,0,0,0,0,0,"11.068,06159296",978
DH83,BOLSA ALUMINIO CUADRA,,,,CENTRO MAYOR,367,0,0,0,0,0,0,0,0,367,"2,493",11.01,0,0,0,0,0,0,0,0,11.01,973
IC46,SABORIZANTE CHOCOLAT,,,,CENTRO MAYOR,297,0,0,0,0,0,0,0,0,297,"2,017","10.980,09",0,0,0,0,0,0,0,0,"10.980,09",97
IC46,SABORIZANTE CHOCOLAT,,,,ENSUEÑO,297,0,0,0,0,0,0,0,0,297,"2,017","10.980,09",0,0,0,0,0,0,0,0,"10.980,09",97
DH59,TAPA 16 OZ DOMO,,,,TERREROS,62,0,0,0,0,0,0,0,0,62,421,"10.977,1",0,0,0,0,0,0,0,0,"10.977,1",97
DH76,VASO 9 OZ B FRIA,,,,RESTREPO,87,0,-20,0,0,0,0,0,0,67,455,"14.250,6",0,-3.276,0,0,0,0,0,0,"10.974,6",969
PF50,P PIZZA MASA BANDEJA,UNIDADES,,,CENTRO MAYOR,36,0,-9,0,0,0,0,0,0,27,183,"14.622,2388",0,"-3.655,5597",0,0,0,0,0,0,"10.966,6791",969
PF20,CALENTANO PL,,,,ENSUEÑO,13,0,0,0,0,0,0,0,0,13,88,"10.911,1704",0,0,0,0,0,0,0,0,"10.911,1704",964
IC19,CAPSULA GAS CAFE,,,,RESTREPO,"42,003",0,0,0,0,0,0,0,0,"42,003",29,"10.895,326182",0,0,0,0,0,0,0,0,"10.895,326182",962
PF48,MASATO TERM VASO PL,,,,NUESTRO BOGOTA,41,0,-1,0,0,0,0,0,0,40,272,"10.938,6073",0,"-2,667,953",0,0,0,0,0,0,"10.671,812",943
PZ30,P PIZZA CANDY NUTELLA,,,,MALL PLAZA,8,0,0,0,0,0,0,0,0,8,54,"10.662,25275088",0,0,0,0,0,0,0,0,"10.662,25275088",942
PL38,TIJERAS,,,,NUESTRO BOGOTA,3,0,0,0,0,0,0,0,0,3,2,10.587,0,0,0,0,0,0,0,0,10.587,935
PL38,TIJERAS,,,,PLAZA CENTRAL,3,0,0,0,0,0,0,0,0,3,2,10.587,0,0,0,0,0,0,0,0,10.587,935
PF79,SALSA POLLO Y CHAMPI,,,,TERREROS,691,0,-38,0,0,0,0,0,0,653,"4,436","11.201,11",0,"-615,98",0,0,0,0,0,0,"10.585,13",935
AS26,ROLLO WYPAL TOAL,,,,CENTRO MAYOR,16,0,0,0,0,0,0,0,0,16,109,"10.583,824",0,0,0,0,0,0,0,0,"10.583,824",935
